AYUNTAMIENTOS
07/06/2021 14:40 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1193,927,3,924,77.4518,905,75.8591,1.5926,19,501897,319528,318877,63.5343

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,CAND_IND_1,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040348C0100,040348C010002,04,CAMPECHE,004,CHAMPOTON,0348,01,C,00,2,2,164,244,0,244,6,59,5,1,2,32,115,4,5,3,,1,0,0,0,0,11,244,244,388,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2084f8d4e02d94eff5d0ac8fb7413f8f71d2957c8d364ca4eb9815a124dc09b2,07/06/2021 08:19:00,07/06/2021 08:21:53,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040349B0100,040349B010002,04,CAMPECHE,004,CHAMPOTON,0349,01,B,00,2,2,193,416,416,0,67,92,6,2,1,57,173,3,2,1,,0,0,0,0,0,12,416,416,590,416,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6907f2c5daa0f2c8bc37224ddb9c1b6042469ef634e62fc5a02093c34a01c27f,07/06/2021 06:33:00,07/06/2021 11:01:36,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040349C0100,040349C010002,04,CAMPECHE,004,CHAMPOTON,0349,01,C,00,2,2,191,412,6,418,89,70,3,3,2,53,173,8,2,1,,7,1,1,1,0,4,418,418,589,6,,1,F,822fb0a79738a3b11dec3c42801887e3e8e0a84d16c4454fd0b5e1b304ff6779,07/06/2021 06:26:00,07/06/2021 06:37:52,,CATD,ESCANER,ACTA PREP
040350B0100,040350B010002,04,CAMPECHE,004,CHAMPOTON,0350,01,B,00,2,2,147,375,5,380,18,134,4,2,1,52,143,5,6,1,,5,0,0,0,0,9,380,380,507,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,740dc4696ef5fa42d4e5471dcc22d86562f24b301859f3bffc78cd65a5dceefa,07/06/2021 06:37:00,07/06/2021 06:40:02,07/06/2021 07:00:07,CATD,ESCANER,ACTA PREP
040350C0100,040350C010002,04,CAMPECHE,004,CHAMPOTON,0350,01,C,00,2,2,185,357,5,362,19,97,5,1,1,55,161,4,8,0,,0,0,0,0,0,10,0,361,507,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0d3da3b18e7310c3f986db7bd8aeaafea80e94820b20d0daff625e80c2647eab,07/06/2021 06:31:00,07/06/2021 06:42:50,,CATD,ESCANER,ACTA PREP
040350C0200,040350C020002,04,CAMPECHE,004,CHAMPOTON,0350,02,C,00,2,2,164,363,3,363,20,107,4,3,1,43,161,6,6,4,,0,0,0,0,0,8,363,363,507,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,def0101dfa60e56c7a1a17c81fbf95077196acd27165a6b528120c04e917317d,07/06/2021 06:20:00,07/06/2021 06:24:41,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040351B0100,040351B010002,04,CAMPECHE,004,CHAMPOTON,0351,01,B,00,2,2,142,380,13,393,33,105,1,5,0,125,106,2,2,1,,1,6,0,0,0,6,393,393,515,13,,1,F,4833971796d48cda43b24051cfb82eff545782807b22ef91bc839bb520b0e314,07/06/2021 01:17:00,07/06/2021 01:22:15,07/06/2021 01:40:05,CATD,ESCANER,ACTA PREP
040352B0100,040352B010002,04,CAMPECHE,004,CHAMPOTON,0352,01,B,00,2,2,203,447,0,0,7,133,5,13,1,152,120,1,6,2,,3,0,0,0,0,4,447,447,631,0,,1,F,a802425003d45be442584a55d46ce5bef68ebeb5cbd28a11b9d8ff71cacd5078,07/06/2021 08:10:00,07/06/2021 08:14:05,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040353B0100,040353B010002,04,CAMPECHE,004,CHAMPOTON,0353,01,B,00,2,2,120,290,6,296,15,121,3,1,0,60,84,2,4,0,,1,0,0,0,0,5,296,296,396,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6ca93807b020b30c0ba7002fcb822b296e294f380d2fd2365c565da0c1575776,07/06/2021 01:14:00,07/06/2021 01:19:26,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040354B0100,040354B010002,04,CAMPECHE,004,CHAMPOTON,0354,01,B,00,2,2,238,508,12,520,18,175,6,14,4,116,148,4,5,1,,3,2,0,0,0,23,520,519,738,12,,1,F,c69fd81d0845f3bbe67b32506b605e91088332a513f47fd5321400bb22f39d2e,07/06/2021 08:07:00,07/06/2021 08:11:36,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040355B0100,040355B010002,04,CAMPECHE,004,CHAMPOTON,0355,01,B,00,2,2,62,215,15,230,11,93,6,0,1,28,82,1,3,0,,0,0,0,0,0,5,230,230,272,15,,1,F,d0c7c438727caf67c2973a3ba9a8caf49d1b9ed308dd12edc7ec387236cceb4b,07/06/2021 01:21:00,07/06/2021 01:24:28,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040356B0100,040356B010002,04,CAMPECHE,009,ESCARCEGA,0356,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,706,,,,,,,,,,,
040356C0100,040356C010002,04,CAMPECHE,009,ESCARCEGA,0356,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,705,,,,,,,,,,,
040356C0200,040356C020002,04,CAMPECHE,009,ESCARCEGA,0356,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,705,,,,,,,,,,,
040357B0100,040357B010002,04,CAMPECHE,009,ESCARCEGA,0357,01,B,00,2,2,241,443,1,442,22,124,42,6,7,168,168,2,7,2,,4,0,0,2,0,15,442,569,665,1,,1,F,582ac9850792b58220e58faf954d3a93f06247bba25fc433d342c692197f2d69,07/06/2021 13:59:00,07/06/2021 14:18:29,,CATD,ESCANER,ACTA PREP
040358B0100,040358B010002,04,CAMPECHE,009,ESCARCEGA,0358,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,
040361B0100,040361B010002,04,CAMPECHE,009,ESCARCEGA,0361,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,741,,,,,,,,,,,
040361C0100,040361C010002,04,CAMPECHE,009,ESCARCEGA,0361,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,741,,,,,,,,,,,
040428B0100,040428B010002,04,CAMPECHE,007,PALIZADA,0428,01,B,00,1,2,158,541,10,549,2,294,1,82,0,38,115,0,3,1,,10,0,0,0,0,3,549,549,689,10,,1,F,fb788efe9e7971dccbfc26f5691c181d758c61dbb15b7bbaff421d3a801262aa,07/06/2021 04:24:00,07/06/2021 04:35:36,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040428C0100,040428C010002,04,CAMPECHE,007,PALIZADA,0428,01,C,00,1,2,159,0,0,0,6,277,2,94,1,40,111,0,4,0,,3,0,0,1,0,11,550,550,689,0,,1,F,30208720aa84f1b3c58e2c877ebab407d2d3b055d87e91b4bea2b1b444fe1861,07/06/2021 06:18:00,07/06/2021 06:21:06,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040429B0100,040429B010002,04,CAMPECHE,007,PALIZADA,0429,01,B,00,2,2,179,537,10,547,4,214,13,115,0,34,144,0,0,4,,1,1,0,2,0,15,547,547,706,10,,1,F,46dab42d799e4df970905336cc7fdceb829e20b86bd9aee8246a73ab793fc65b,07/06/2021 07:07:00,07/06/2021 07:11:04,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040429C0100,040429C010002,04,CAMPECHE,007,PALIZADA,0429,01,C,00,2,2,190,525,11,536,6,195,1,121,1,48,142,0,3,1,,7,0,0,0,0,11,536,536,706,11,,1,F,648f6fb7abe1a635cc12a3eeacf8787e2ec7068d0fe708e06dc09d9c2546d00a,07/06/2021 06:31:00,07/06/2021 06:37:35,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040429C0200,040429C020002,04,CAMPECHE,007,PALIZADA,0429,02,C,00,2,2,190,5,12,535,8,207,6,102,0,46,142,3,2,0,,6,1,0,2,0,10,535,535,705,12,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,c0c7b691a8e1578f0710b995ecba61ac61be984278ef6667ae1265c5d964fad6,07/06/2021 05:23:00,07/06/2021 05:29:50,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040430B0100,040430B010002,04,CAMPECHE,007,PALIZADA,0430,01,B,00,2,2,83,332,4,335,0,73,1,83,0,100,61,0,0,1,,0,1,0,0,0,15,335,335,399,4,,1,F,7c432cdb2601a7e4c9194fc5ec5482931be9038d670dbd4849d120e5fb6aa492,07/06/2021 01:53:00,07/06/2021 01:59:25,07/06/2021 02:20:04,CATD,ESCANER,ACTA PREP
040431B0100,040431B010002,04,CAMPECHE,007,PALIZADA,0431,01,B,00,2,2,176,576,0,576,1,200,10,119,0,103,131,2,3,0,,0,1,0,0,0,6,576,576,732,0,,1,F,ddba412de4e73a746872c5996bed5be50c1ca0affdbb9ced9a588b18183a5a1f,07/06/2021 08:33:00,07/06/2021 08:37:38,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040432B0100,040432B010002,04,CAMPECHE,007,PALIZADA,0432,01,B,00,2,2,74,380,9,389,5,147,8,72,0,60,88,0,2,0,,1,0,0,1,0,5,389,389,443,9,,1,F,13bb4c02e990eb569daeb1920b4e28bba016e60e0839ba70ce42747c21ed76bc,07/06/2021 02:16:00,07/06/2021 02:22:18,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040433B0100,040433B010002,04,CAMPECHE,007,PALIZADA,0433,01,B,00,2,2,0,0,0,0,1,135,3,108,0,122,124,3,4,0,,7,0,0,0,0,11,518,518,624,0,,1,F,85be9e3e265d4e343bd91a82f0a6531a2420ff4a2b590b26ee93627b26061654,07/06/2021 02:55:00,07/06/2021 03:11:45,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040434B0100,040434B010002,04,CAMPECHE,007,PALIZADA,0434,01,B,00,2,2,51,169,0,169,0,79,1,21,0,9,55,0,0,0,,1,0,0,0,0,3,169,169,200,0,,1,F,c0c285b82dd68c19525be20665203e32447f5f856f0f774c5353e57eaf745e9d,07/06/2021 01:34:00,07/06/2021 01:40:02,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040435B0100,040435B010002,04,CAMPECHE,007,PALIZADA,0435,01,B,00,2,2,149,462,6,462,2,155,10,126,1,53,105,2,1,1,,2,0,0,0,0,4,462,462,591,6,,1,F,3f26aaea404a5ab1c1be6f5ff1d7ab2a87b1c784ddf93e01e88603ffd64913ef,07/06/2021 02:24:00,07/06/2021 02:27:55,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040436B0100,040436B010002,04,CAMPECHE,007,PALIZADA,0436,01,B,00,2,2,31,68,16,94,1,26,0,19,0,15,26,1,1,0,,1,0,0,0,0,4,94,94,105,16,,1,F,cc354f084c756f7064bbd5164a5d23f5204150ba64411b07d441e09b16c34bd7,06/06/2021 21:41:00,06/06/2021 21:56:37,06/06/2021 22:20:05,CATD,ESCANER,ACTA PREP
040439B0100,040439B010002,04,CAMPECHE,007,PALIZADA,0439,01,B,00,2,2,77,336,3,339,1,168,0,9,0,7,148,1,0,0,,1,0,1,0,0,3,339,339,396,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5ba8dfdb7720fb6b41874598b5a2c62513f9220daddafeb0dfe240b92fd1adde,06/06/2021 22:32:00,06/06/2021 23:06:28,06/06/2021 23:20:05,CATD,ESCANER,ACTA PREP
040439C0100,040439C010002,04,CAMPECHE,007,PALIZADA,0439,01,C,00,2,2,0,0,0,0,0,155,0,9,0,5,170,0,3,0,,0,0,0,0,0,2,344,344,395,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1fe3c2ada7bac299034a6d2d8682aae4d32df96bdff3c502222cd6cf4d613c71,06/06/2021 22:52:00,06/06/2021 23:15:08,06/06/2021 23:20:05,CATD,ESCANER,ACTA PREP
040448B0100,040448B010002,04,CAMPECHE,009,ESCARCEGA,0448,01,B,00,2,2,265,383,8,391,24,48,3,5,7,147,131,2,5,1,,7,4,0,0,0,7,391,391,636,8,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a381d5ee01561adc10e70b1b9285048c0b36a8fa354dabf35188f1b4c78575c4,07/06/2021 04:12:00,07/06/2021 04:17:05,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040448C0100,040448C010002,04,CAMPECHE,009,ESCARCEGA,0448,01,C,00,2,2,304,346,6,349,32,48,1,6,5,136,89,3,3,4,,11,0,0,0,0,11,349,349,636,6,,1,F,12d96a20d1029e52f3d36b734c63abb22f178e837044b4eaaddf06eed503626c,07/06/2021 04:23:00,07/06/2021 04:34:33,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040448C0200,040448C020002,04,CAMPECHE,009,ESCARCEGA,0448,02,C,00,2,2,299,349,5,357,31,61,1,6,7,132,93,4,3,1,,2,0,0,0,0,16,357,357,636,5,,1,F,140a073306fabe5f158913659e34cd47d136cd8a54b1b1334f9521786d61d6b2,07/06/2021 04:35:00,07/06/2021 04:43:57,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040448C0300,040448C030002,04,CAMPECHE,009,ESCARCEGA,0448,03,C,00,2,2,321,325,11,335,34,60,2,0,4,124,79,6,1,2,,3,5,0,0,0,15,335,335,636,11,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d8c3e6e1a01d52c1d125a6b090e2b8e40ebc58f03d6d06687ed7f42280b2f670,07/06/2021 04:43:00,07/06/2021 04:50:01,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040448C0400,040448C040002,04,CAMPECHE,009,ESCARCEGA,0448,04,C,00,2,2,316,337,3,340,28,43,1,3,5,147,97,0,3,0,,0,0,0,0,0,13,340,340,636,3,,1,F,653d0699c32557099c8cb70293b8564511c1a74ba7ec336e9595bd0534d2f0dd,07/06/2021 04:54:00,07/06/2021 04:58:32,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040449B0100,040449B010002,04,CAMPECHE,009,ESCARCEGA,0449,01,B,00,1,2,346,387,3,390,40,59,2,4,23,138,97,2,4,0,,9,3,0,0,0,9,390,390,716,3,,1,F,f19d3f827c8e9f8d81171a54a53359f56789347957d031e1be55253352cba716,07/06/2021 11:22:00,07/06/2021 11:26:58,07/06/2021 11:40:05,CATD,ESCANER,ACTA PREP
040449C0100,040449C010002,04,CAMPECHE,009,ESCARCEGA,0449,01,C,00,1,2,333,399,3,402,37,72,3,1,14,131,115,1,0,1,,5,2,0,0,0,20,402,402,715,3,,1,F,773d46779b1b40a86947f0edb8a1e1fce166321dbeda7090e473ce4b3408aac3,07/06/2021 03:36:00,07/06/2021 03:38:36,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040450B0100,040450B010002,04,CAMPECHE,009,ESCARCEGA,0450,01,B,00,1,2,294,394,5,399,62,87,1,5,6,101,117,7,5,0,,0,0,0,0,0,8,399,399,673,5,,1,F,f81965f7cc2e0dae888cf36b8cc3c4c793228e9d43378954451d8ad4aea45cf0,07/06/2021 01:41:00,07/06/2021 13:55:41,07/06/2021 14:20:05,CATD,ESCANER,ACTA PREP
040450C0100,040450C010002,04,CAMPECHE,009,ESCARCEGA,0450,01,C,00,1,2,295,397,6,397,61,71,0,3,8,125,114,4,3,0,,0,0,0,0,0,0,397,389,672,6,,1,F,5894afa19bba66120235b5904ec3fdf718f5b649153995214c62940cfb612e87,07/06/2021 01:25:00,07/06/2021 13:37:39,07/06/2021 14:00:06,CATD,ESCANER,ACTA PREP
040451B0100,040451B010002,04,CAMPECHE,009,ESCARCEGA,0451,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,
040451C0100,040451C010002,04,CAMPECHE,009,ESCARCEGA,0451,01,C,00,1,2,291,335,9,344,28,63,1,7,12,97,105,4,5,1,,7,3,0,0,0,11,344,344,615,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,888bdc8715dabb241d9a32724c004b3a8e174c1b92e00e7f955e26ed07eacb65,07/06/2021 07:20:00,07/06/2021 07:24:40,07/06/2021 07:40:05,CATD,ESCANER,ACTA PREP
040451C0200,040451C020002,04,CAMPECHE,009,ESCARCEGA,0451,02,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,
040452B0100,040452B010002,04,CAMPECHE,009,ESCARCEGA,0452,01,B,00,1,2,235,369,7,367,31,69,0,5,3,120,123,2,3,2,,3,6,0,0,0,0,0,367,591,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,4a132507ac28005404d9d64735c63276a03ee4e19085c0e22ef83e95e2e2eff4,06/06/2021 23:06:00,06/06/2021 23:17:04,06/06/2021 23:40:04,CATD,ESCANER,ACTA PREP
040453B0100,040453B010002,04,CAMPECHE,009,ESCARCEGA,0453,01,B,00,1,2,170,264,0,264,24,39,1,1,3,97,77,2,5,0,,9,0,0,0,0,6,264,264,414,0,,1,F,331e50589635d43bc5aaad4d33639800cb3ef439de9a5df2d23dc6637b533c17,07/06/2021 11:15:00,07/06/2021 11:22:12,07/06/2021 11:40:05,CATD,ESCANER,ACTA PREP
040453C0100,040453C010002,04,CAMPECHE,009,ESCARCEGA,0453,01,C,00,1,2,172,262,6,262,20,35,2,5,2,109,71,1,1,1,,5,1,0,0,0,8,262,261,414,6,,1,F,2ad66bc0c606d5b434dcf2b026219570f2f8065f54babeca8aaabff757f8e02e,07/06/2021 08:35:00,07/06/2021 08:38:03,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040454B0100,040454B010002,04,CAMPECHE,009,ESCARCEGA,0454,01,B,00,1,2,304,413,4,419,33,74,4,5,9,151,121,2,3,2,,2,2,0,0,0,11,419,419,705,4,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,22b6ddc8f9f3c9c38ba6c8652c16a4aa4f9bf3fb50209ea08784d4d52f8b3524,07/06/2021 05:52:00,07/06/2021 05:55:51,07/06/2021 06:00:06,CATD,ESCANER,ACTA PREP
040454C0100,040454C010002,04,CAMPECHE,009,ESCARCEGA,0454,01,C,00,1,2,345,368,10,378,29,69,4,9,9,119,119,0,3,2,,3,2,0,0,0,11,378,379,704,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,71c4bbc0dac1279d7834f91f9d9839f7e68c42d776ca3b244e91f09242bea276,07/06/2021 06:02:00,07/06/2021 06:04:42,07/06/2021 06:20:04,CATD,ESCANER,ACTA PREP
040454C0200,040454C020002,04,CAMPECHE,009,ESCARCEGA,0454,02,C,00,1,2,313,413,6,415,43,75,1,3,7,159,96,4,4,2,,4,6,0,0,0,11,415,415,704,6,,1,F,82c6c7158585a264e349e96bbff824a1d04ce7eafa437ee447586af82fe88812,07/06/2021 03:46:00,07/06/2021 03:49:05,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040455B0100,040455B010002,04,CAMPECHE,009,ESCARCEGA,0455,01,B,00,2,2,247,279,11,290,18,75,5,1,4,106,71,0,1,0,,2,1,0,0,0,6,290,290,517,11,,1,F,b0efed66073d37f35d2346b5b5c8bcdfe8f7298ee40e3d21579da72eb57c857f,07/06/2021 13:10:00,07/06/2021 13:49:43,07/06/2021 14:00:06,CATD,ESCANER,ACTA PREP
040455C0100,040455C010002,04,CAMPECHE,009,ESCARCEGA,0455,01,C,00,2,2,57,268,12,280,21,59,1,4,5,76,91,4,0,2,,1,2,0,1,0,10,280,277,517,12,,1,F,4feb9ed321e8e52768fb747f4500bbb07327e7b3f0485d1ad8b2d9ac1bcdbfe7,07/06/2021 12:42:00,07/06/2021 13:02:40,07/06/2021 13:20:05,CATD,ESCANER,ACTA PREP
040455C0200,040455C020002,04,CAMPECHE,009,ESCARCEGA,0455,02,C,00,2,2,269,253,15,268,24,72,2,2,6,84,58,1,0,2,,6,2,1,0,0,8,268,268,517,15,,1,F,5197bf3a8c5161f81b12523c98d1825ebf945155b6c713e7f9d858b5954522d3,07/06/2021 01:46:00,07/06/2021 13:57:57,07/06/2021 14:00:06,CATD,ESCANER,ACTA PREP
040456B0100,040456B010002,04,CAMPECHE,009,ESCARCEGA,0456,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,
040456C0100,040456C010002,04,CAMPECHE,009,ESCARCEGA,0456,01,C,00,1,2,217,243,5,249,14,33,2,3,4,104,76,4,0,0,,2,3,0,0,0,4,249,249,445,5,,1,F,c8dab084e5f2c6c0d7b517ebf1b4c92664f530b07042b6b70c8220b1df656705,06/06/2021 23:42:00,06/06/2021 23:47:11,07/06/2021 00:00:06,CATD,ESCANER,ACTA PREP
040457B0100,040457B010002,04,CAMPECHE,009,ESCARCEGA,0457,01,B,00,1,2,242,505,6,511,30,88,3,5,11,228,104,4,0,2,,9,1,0,0,0,26,511,511,733,6,,1,F,f7744dcda2a8a6c30dbf8197dfd481fcc0725d329f6bccc55da81144ea587a84,07/06/2021 02:52:00,07/06/2021 02:56:25,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040458B0100,040458B010002,04,CAMPECHE,009,ESCARCEGA,0458,01,B,00,1,2,182,306,3,308,22,68,2,4,3,107,85,3,1,0,,3,2,0,0,0,8,308,308,474,3,,1,F,f8a0fe69338b5277b1ed2bd9f0ddd36e1c05dc9aa23df2abe33598393337b03a,07/06/2021 03:11:00,07/06/2021 03:15:17,07/06/2021 03:20:06,CATD,ESCANER,ACTA PREP
040458C0100,040458C010002,04,CAMPECHE,009,ESCARCEGA,0458,01,C,00,1,2,210,276,7,283,24,56,3,3,4,102,72,0,3,2,,2,0,0,0,0,12,283,283,473,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,1653ce0865e3c4a26d3da8761ef0bb8202849ee0b2e99f92c51e9324e3bebaef,07/06/2021 03:25:00,07/06/2021 03:30:56,07/06/2021 03:40:06,CATD,ESCANER,ACTA PREP
040459B0100,040459B010002,04,CAMPECHE,009,ESCARCEGA,0459,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,739,,,,,,,,,,,
040460B0100,040460B010002,04,CAMPECHE,009,ESCARCEGA,0460,01,B,00,1,2,258,388,8,396,0,0,0,3,8,160,100,2,5,1,,112,0,0,0,0,5,396,396,634,8,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,9abdbe406f482f0fd59734e37a24311f2002c1ceae17211102fb0f65a87e630a,07/06/2021 10:38:00,07/06/2021 10:41:38,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040460S0100,040460S010002,04,CAMPECHE,009,ESCARCEGA,0460,01,S,00,1,2,971,48,0,48,15,15,15,0,0,20,12,1,0,0,,15,0,0,0,0,0,48,93,0,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e9a4ed8ccc44b6eb695f8fa163beb351b1e015e3f0a8d20efd4e6483f5394bbe,07/06/2021 10:56:00,07/06/2021 13:19:31,07/06/2021 13:40:05,CATD,ESCANER,ACTA PREP
040461B0100,040461B010002,04,CAMPECHE,009,ESCARCEGA,0461,01,B,00,1,2,256,0,0,384,22,51,4,5,8,149,104,4,7,1,,5,4,2,0,0,18,384,384,620,0,,1,F,a5ff6e7dd978a7d3d3e0e061427df75d6179eb26e1ed48b1af5c9a84565ea0bd,07/06/2021 13:56:00,07/06/2021 14:07:17,07/06/2021 14:20:05,CATD,ESCANER,ACTA PREP
040461C0100,040461C010002,04,CAMPECHE,009,ESCARCEGA,0461,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,619,,,,,,,,,,,
040462B0100,040462B010002,04,CAMPECHE,009,ESCARCEGA,0462,01,B,00,1,2,281,274,9,283,17,46,1,4,9,100,77,3,0,4,,6,1,0,1,0,14,283,283,544,9,,1,F,5882cf2a97f1044a29ac0e400bccc1012f70049e1eb397b8dba74cf359f3cdc6,07/06/2021 11:08:00,07/06/2021 11:15:03,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040462C0100,040462C010002,04,CAMPECHE,009,ESCARCEGA,0462,01,C,00,1,2,262,295,6,301,16,42,3,3,3,119,86,2,10,1,,3,1,0,0,0,12,301,301,543,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,572f04680b78a3990fced755e373322862256e4f07dadcb9dea97f6520071d5b,07/06/2021 07:50:00,07/06/2021 07:53:44,07/06/2021 08:00:07,CATD,ESCANER,ACTA PREP
040463B0100,040463B010002,04,CAMPECHE,009,ESCARCEGA,0463,01,B,00,1,2,236,399,6,397,51,89,2,6,4,126,99,2,7,0,,5,1,1,0,0,4,397,397,615,6,,1,F,33264a6ae33dfce0db473fabdc4b83c52d608380a4bd8c8d9b91323a6606e9cb,07/06/2021 08:00:00,07/06/2021 08:05:09,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040463C0100,040463C010002,04,CAMPECHE,009,ESCARCEGA,0463,01,C,00,1,2,262,367,6,378,31,70,3,5,9,141,97,1,2,0,,3,5,0,0,0,11,378,378,615,6,,1,F,ac69a7112a74679923c525acfcfd40450c7b05fd3846ed3f0cf8ba7a977d7d10,07/06/2021 08:25:00,07/06/2021 08:28:36,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040464B0100,040464B010002,04,CAMPECHE,009,ESCARCEGA,0464,01,B,00,1,2,335,342,10,351,13,68,2,7,4,134,91,5,4,0,,3,4,2,0,0,14,351,351,666,10,,1,F,ad9a61fba12ec9ff16f03839b4790cd6165b1f9dbe47b1f49bc2ccad3bbbdbf2,07/06/2021 11:57:00,07/06/2021 12:01:32,07/06/2021 12:20:04,CATD,ESCANER,ACTA PREP
040464C0100,040464C010002,04,CAMPECHE,009,ESCARCEGA,0464,01,C,00,1,2,332,352,2,352,23,72,4,8,5,114,100,3,2,0,,2,0,0,0,0,19,352,352,665,2,,1,F,e8fd36a151dde65da77a8e2e4aad1e3e96abf75bbd5ac102c22c507d6d5d8233,07/06/2021 12:30:00,07/06/2021 12:35:38,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
