AYUNTAMIENTOS
07/06/2021 14:40 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
1193,927,3,924,77.4518,905,75.8591,1.5926,19,501897,319528,318877,63.5343

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,MOR,PES,RSP,FM,CAND_IND_1,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
040017C0300,040017C030002,04,CAMPECHE,001,CAMPECHE,0017,03,C,00,2,2,357,353,8,363,5,61,0,4,3,171,95,1,1,1,,6,0,0,1,1,11,363,361,700,8,,1,F,e820701e434f31ca90bcaffdf3bc9d6a85c9b3d8f0478d93dc869d289abefd20,07/06/2021 11:04:00,07/06/2021 11:09:26,07/06/2021 11:20:04,CATD,ESCANER,ACTA PREP
040017C0400,040017C040002,04,CAMPECHE,001,CAMPECHE,0017,04,C,00,2,2,341,373,6,379,17,73,0,4,1,77,95,1,2,0,,1,1,0,0,0,7,379,279,700,6,,1,F,42179a61c605bc6be6254a656d89327612c96201a0a751d0f4abd28314a7e438,07/06/2021 04:58:00,07/06/2021 05:03:05,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040017C0500,040017C050002,04,CAMPECHE,001,CAMPECHE,0017,05,C,00,2,2,303,412,5,417,12,67,1,1,3,220,98,0,0,1,,1,1,0,0,0,9,417,414,700,5,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,730df45d9254fa09c5163814b3c741d6d6d5533d774a4466992b386bed74abc9,07/06/2021 10:16:00,07/06/2021 10:21:42,07/06/2021 10:40:04,CATD,ESCANER,ACTA PREP
040017C0600,040017C060002,04,CAMPECHE,001,CAMPECHE,0017,06,C,00,2,2,337,375,8,383,18,58,1,9,2,180,96,4,2,1,,1,1,0,0,0,10,383,383,700,8,,1,F,40a929fcf8636e40e8dc11b782d5930b559bcf131f1cb6992dc7f5e5b420c1b5,07/06/2021 08:57:00,07/06/2021 09:02:16,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040017C0700,040017C070002,04,CAMPECHE,001,CAMPECHE,0017,07,C,00,2,2,335,377,8,385,12,73,3,5,8,172,95,4,1,2,,4,0,0,0,1,5,385,385,700,8,,1,F,2c76074cccf26e23c50c92e67a967a5949c1e9a66bb5ea4e080baeb5bdf14fd5,07/06/2021 09:43:00,07/06/2021 09:46:56,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040018B0100,040018B010002,04,CAMPECHE,001,CAMPECHE,0018,01,B,00,1,2,250,412,4,416,31,61,1,2,3,177,111,0,1,2,,11,3,0,0,0,13,416,416,646,4,,1,F,5c08af5b9d8c852bc59f6331d4f9332477d7fe01d89b3d6a12fbcab7428f54e1,07/06/2021 10:43:00,07/06/2021 10:46:12,07/06/2021 11:00:06,CATD,ESCANER,ACTA PREP
040019B0100,040019B010002,04,CAMPECHE,001,CAMPECHE,0019,01,B,00,1,2,266,305,9,0,13,55,1,7,5,158,56,1,0,0,,0,0,0,0,0,9,305,305,551,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,7d526f9532839acea07f706524b2a8f03d492b3d44a0d230e66c8503f7121cea,07/06/2021 02:43:00,07/06/2021 02:53:02,07/06/2021 03:00:08,CATD,ESCANER,ACTA PREP
040019C0100,040019C010002,04,CAMPECHE,001,CAMPECHE,0019,01,C,00,1,2,287,280,4,284,8,49,5,5,5,152,47,0,1,0,,4,1,0,0,0,7,284,284,551,4,,1,F,a5bf096ce457c223b922fd788eeb4b6b0cb01c0903833a2996df30d3c128d2d6,07/06/2021 03:07:00,07/06/2021 03:14:22,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040020B0100,040020B010002,04,CAMPECHE,001,CAMPECHE,0020,01,B,00,1,2,206,384,3,387,23,100,5,6,5,148,79,2,3,1,,2,3,0,0,0,0,0,377,573,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,a7d2246abe4415bdfb692cbda07452eadb6dad6d6eefc05af915a9c2dbab6b91,07/06/2021 08:50:00,07/06/2021 08:55:14,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040020C0100,040020C010002,04,CAMPECHE,001,CAMPECHE,0020,01,C,00,1,2,261,329,3,331,18,60,2,4,6,159,65,2,1,2,,2,2,0,0,0,8,331,331,573,3,,1,F,725c6dedb1a633f07b1f2e08c881abc72c8fc14eda7435eafd1e007ba667b4d0,07/06/2021 05:00:00,07/06/2021 05:04:48,07/06/2021 05:20:05,CATD,ESCANER,ACTA PREP
040021B0100,040021B010002,04,CAMPECHE,001,CAMPECHE,0021,01,B,00,1,2,0,214,0,350,0,0,0,6,4,91,0,4,0,1,,107,0,0,0,0,0,350,213,546,0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,d9e45ee49493c64112b6ee7562da4b8bf359e58773f233bc6f155086f2d7a72d,07/06/2021 09:05:00,07/06/2021 12:35:21,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040021C0100,040021C010002,04,CAMPECHE,001,CAMPECHE,0021,01,C,00,1,2,218,345,3,348,16,94,2,8,2,134,82,2,0,0,,2,0,0,0,0,6,348,348,546,3,,1,F,12868e1e95826f93aeda9d246e7c99cbabe5293b4c05fa76df12dff0ceb0df1f,06/06/2021 23:55:00,07/06/2021 00:10:23,07/06/2021 00:20:06,CATD,ESCANER,ACTA PREP
040021C0200,040021C020002,04,CAMPECHE,001,CAMPECHE,0021,02,C,00,1,2,212,346,7,353,6,66,1,7,5,156,96,7,1,1,,4,0,0,0,0,2,353,352,545,7,,1,F,46486777c32cca7a50840bed6ac2fc53d97a80fc8e4ffcec72b3d3c6363d7c5e,07/06/2021 03:06:00,07/06/2021 03:10:02,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040022B0100,040022B010002,04,CAMPECHE,001,CAMPECHE,0022,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,
040022C0100,040022C010002,04,CAMPECHE,001,CAMPECHE,0022,01,C,00,1,2,172,306,10,317,9,73,2,6,5,117,92,4,0,2,,0,0,0,0,0,7,317,317,469,10,,1,F,c118b70db5eb7f037f3749fcdbd89b1c49a1127a697f85b0a0d9667216868347,07/06/2021 08:28:00,07/06/2021 12:38:17,,CATD,ESCANER,ACTA PREP
040023B0100,040023B010002,04,CAMPECHE,001,CAMPECHE,0023,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,
040023C0100,040023C010002,04,CAMPECHE,001,CAMPECHE,0023,01,C,00,1,2,186,293,6,299,17,60,2,6,3,119,71,5,0,3,,5,1,0,0,0,7,299,299,465,6,,1,F,c71a9f76d5d0131babbf83f8baeebf77d1e1ab28ad0e610f7e244b0b53269dce,07/06/2021 09:13:00,07/06/2021 09:16:25,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040024B0100,040024B010002,04,CAMPECHE,001,CAMPECHE,0024,01,B,00,1,2,193,379,5,384,18,88,3,6,5,143,102,0,1,2,,5,2,0,0,0,9,384,384,558,5,,1,F,6817bc875cf7d729a29a74e59b796806118b5d21ebc1d5f506ad247fb42ed0d7,07/06/2021 08:12:00,07/06/2021 08:16:02,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040024C0100,040024C010002,04,CAMPECHE,001,CAMPECHE,0024,01,C,00,1,2,195,373,9,382,18,70,2,3,11,134,128,4,2,0,,1,0,0,0,0,9,382,382,557,9,,1,F,cc56183e7cd763261127931781931a0873cf244398177ea56e2b19701dacbe6a,07/06/2021 10:04:00,07/06/2021 10:07:26,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040025B0100,040025B010002,04,CAMPECHE,001,CAMPECHE,0025,01,B,00,1,2,185,426,6,431,17,110,1,3,10,142,125,2,3,7,,5,1,1,0,0,4,431,431,597,6,,1,F,a85e114720668cbc98762166b5190f8b162bdc9040efb42815de4817eeb290de,07/06/2021 03:50:00,07/06/2021 03:55:11,07/06/2021 04:00:07,CATD,ESCANER,ACTA PREP
040026B0100,040026B010002,04,CAMPECHE,001,CAMPECHE,0026,01,B,00,1,2,175,383,9,392,19,79,0,2,0,146,133,0,2,1,,4,1,0,0,0,5,392,392,547,9,,1,F,af56348dc526c9be744b67a89d007fa62f5db6f5bf0febf33c8017161a52c09d,07/06/2021 01:43:00,07/06/2021 01:51:24,07/06/2021 02:00:07,CATD,ESCANER,ACTA PREP
040026C0100,040026C010002,04,CAMPECHE,001,CAMPECHE,0026,01,C,00,1,2,142,414,9,425,23,91,5,5,3,123,158,3,0,2,,4,6,0,0,0,2,425,425,547,9,,1,F,bbc03e141322ba12d429906733fb4f8fc410661270831766fe218dcbfdb57f24,07/06/2021 06:30:00,07/06/2021 06:34:25,07/06/2021 06:40:05,CATD,ESCANER,ACTA PREP
040027B0100,040027B010002,04,CAMPECHE,001,CAMPECHE,0027,01,B,00,1,2,147,399,6,404,22,115,4,3,2,121,123,2,2,2,,5,1,0,0,0,2,404,404,532,6,,1,F,3fab094ea0787752325b74e52d039503129fca374791e96ad3e4958f2012dc80,07/06/2021 04:43:00,07/06/2021 04:46:00,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040027C0100,040027C010002,04,CAMPECHE,001,CAMPECHE,0027,01,C,00,1,2,153,392,7,399,15,96,3,8,7,127,121,4,3,1,,7,1,0,0,0,6,399,399,531,7,,1,F,1fe56041761890ceadae5154248207e1cf91b9e8a32ca69982a8190a7861634d,07/06/2021 05:18:00,07/06/2021 05:22:03,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040028B0100,040028B010002,04,CAMPECHE,001,CAMPECHE,0028,01,B,00,1,2,202,396,9,405,17,98,2,1,5,116,156,1,1,1,,1,0,0,0,0,5,405,404,586,9,,1,F,3e7c2dd881db91d0bd1d45e4e3f9b8f1e869681fc55f5008e520775d7aab68e1,07/06/2021 00:15:00,07/06/2021 00:23:21,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040029B0100,040029B010002,04,CAMPECHE,001,CAMPECHE,0029,01,B,00,1,2,123,317,8,0,16,63,2,5,4,79,144,3,1,4,,1,0,0,0,0,4,322,326,425,8,,1,F,53597eaef5797e10c7cf1755d7927571f6e6b12ff5943e1df5f83f5d03b6fff8,07/06/2021 06:24:00,07/06/2021 06:34:21,,CATD,ESCANER,ACTA PREP
040029C0100,040029C010002,04,CAMPECHE,001,CAMPECHE,0029,01,C,00,1,2,131,307,7,314,12,71,0,3,1,95,120,2,0,0,,6,0,0,0,0,4,314,314,424,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,eb77a3eeb6f163b31fc8f30d55118cfe55022c159cd24e82a2bc1aa2ae8be262,07/06/2021 01:30:00,07/06/2021 01:36:29,07/06/2021 01:40:06,CATD,ESCANER,ACTA PREP
040030B0100,040030B010002,04,CAMPECHE,001,CAMPECHE,0030,01,B,00,1,2,101,296,9,304,14,68,6,4,9,88,108,1,2,1,,2,1,0,0,0,0,304,304,384,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,0c45b8bc7e710a38698fdb668ee94aad2d3d64699b48b041b234f50c55b0626a,07/06/2021 04:53:00,07/06/2021 04:56:56,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040030C0100,040030C010002,04,CAMPECHE,001,CAMPECHE,0030,01,C,00,1,2,94,301,8,308,13,88,0,3,3,91,98,6,0,2,,1,0,0,0,0,3,308,308,383,8,,1,F,205eecc08cc327a365b25ea2707db6f37b9a3f618b40658fb577d0b3b9536592,07/06/2021 05:13:00,07/06/2021 05:17:18,07/06/2021 05:40:05,CATD,ESCANER,ACTA PREP
040031B0100,040031B010002,04,CAMPECHE,001,CAMPECHE,0031,01,B,00,1,2,271,483,8,491,14,111,0,7,6,164,163,3,1,3,,10,1,1,0,0,7,491,491,722,8,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,5a4429e5f5f36933d9abe7b941a549580f905173ca87c7c631645c7bc166efbf,07/06/2021 04:47:00,07/06/2021 04:52:45,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040032B0100,040032B010002,04,CAMPECHE,001,CAMPECHE,0032,01,B,00,1,2,132,277,9,286,8,49,1,5,6,110,93,1,0,1,,1,1,0,0,0,10,286,286,398,9,,1,F,b8b5b581a0dfc68c401138f4f2968421dac1fc2b2f020d76f50f1d6dea846066,07/06/2021 04:12:00,07/06/2021 04:16:56,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040032C0100,040032C010002,04,CAMPECHE,001,CAMPECHE,0032,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,
040033B0100,040033B010002,04,CAMPECHE,001,CAMPECHE,0033,01,B,00,1,2,187,311,6,311,21,82,3,11,7,91,69,9,5,1,,1,3,0,0,0,8,311,311,477,6,,1,F,84e911661881ae04047f1af7417946723faa466c4e098b6efdbe54421a3ec198,07/06/2021 04:36:00,07/06/2021 04:40:34,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040033C0100,040033C010002,04,CAMPECHE,001,CAMPECHE,0033,01,C,00,1,2,172,316,0,0,18,61,2,10,7,131,79,3,1,0,,2,2,0,0,0,8,324,324,477,0,,1,F,2c9e9f52daaf49f71685e17e1c296858de0608a1a5555b05b9413beb05253083,07/06/2021 08:40:00,07/06/2021 08:44:12,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040034B0100,040034B010002,04,CAMPECHE,001,CAMPECHE,0034,01,B,00,1,2,295,393,0,393,12,65,7,8,2,162,111,2,2,3,,5,5,0,1,0,8,393,393,668,0,,1,F,618c0a3e9f0bc7e22c139de4a61fedd19a4c2b969f504d337c34989391b5ee79,07/06/2021 09:12:00,07/06/2021 09:14:45,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040034C0100,040034C010002,04,CAMPECHE,001,CAMPECHE,0034,01,C,00,1,2,294,343,1,394,24,54,2,6,4,170,117,6,0,1,,1,1,0,0,0,8,394,394,668,1,,1,F,483e04e89f03637bfb82c0750493362fc6ad1cd504a9d02424b3999c5538cfa4,07/06/2021 08:35:00,07/06/2021 08:38:43,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040035B0100,040035B010002,04,CAMPECHE,001,CAMPECHE,0035,01,B,00,1,2,194,311,6,317,17,90,1,4,7,115,65,0,2,1,,1,2,0,0,0,12,317,317,491,6,,1,F,6f7909f0f8364ac2d5795112975854c09f50ddb63fb56a7900f5cd9c6b3d8f33,07/06/2021 04:05:00,07/06/2021 04:10:52,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040035C0100,040035C010002,04,CAMPECHE,001,CAMPECHE,0035,01,C,00,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,491,0,TODOS ILEGIBLES O SIN DATO,0,F,1969c6c46579a327d1a2701ae39b2ec12e695205cf9e59fd40a96cc6b413e718,07/06/2021 03:24:00,07/06/2021 03:40:18,07/06/2021 04:00:06,CATD,ESCANER,ACTA PREP
040036B0100,040036B010002,04,CAMPECHE,001,CAMPECHE,0036,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,
040036C0100,040036C010002,04,CAMPECHE,001,CAMPECHE,0036,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,
040037B0100,040037B010002,04,CAMPECHE,001,CAMPECHE,0037,01,B,00,1,2,204,273,4,277,8,64,0,4,4,143,47,2,0,0,,0,0,4,0,0,1,277,277,461,4,,1,F,45afcb71f6e09cba436651926ea23ff80bab66780da8f26f0a998f85697302d1,07/06/2021 03:03:00,07/06/2021 03:06:23,07/06/2021 03:20:05,CATD,ESCANER,ACTA PREP
040037C0100,040037C010002,04,CAMPECHE,001,CAMPECHE,0037,01,C,00,1,2,219,258,4,262,13,56,4,2,2,126,50,2,2,0,,3,1,0,0,0,1,262,262,461,4,,1,F,7512a8da81b40eb27ccefbea86a406ef775456aeb21b4d702f208e0301e9d028,07/06/2021 08:25:00,07/06/2021 08:29:31,07/06/2021 08:40:05,CATD,ESCANER,ACTA PREP
040038B0100,040038B010002,04,CAMPECHE,001,CAMPECHE,0038,01,B,00,1,2,274,489,6,495,0,0,0,9,7,208,137,5,1,1,,117,0,0,0,0,10,495,495,749,6,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,85ca161472cbe36bbdf058ad4e3598eb503e3e5c8407e8f2d25ff4d76a6b0d4d,07/06/2021 00:25:00,07/06/2021 00:31:47,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
040039B0100,040039B010002,04,CAMPECHE,001,CAMPECHE,0039,01,B,00,1,2,308,414,0,414,16,80,1,6,5,179,107,1,1,1,,5,2,0,0,0,10,414,414,707,0,,1,F,04b8d7de5e64df1773ceb5e3a7fca1d75d8b27dd9d096b0e7cf851365c14b692,07/06/2021 09:46:00,07/06/2021 09:49:26,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040039C0100,040039C010002,04,CAMPECHE,001,CAMPECHE,0039,01,C,00,1,2,365,350,10,350,12,81,0,6,2,135,97,5,1,2,,5,0,0,0,0,9,355,355,706,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,2504cc6ce6607cebb8a11437f585c006f9e8ef3915d79673f639e087894266b8,07/06/2021 07:14:00,07/06/2021 07:18:34,07/06/2021 07:20:05,CATD,ESCANER,ACTA PREP
040039C0200,040039C020002,04,CAMPECHE,001,CAMPECHE,0039,02,C,00,1,2,310,0,0,416,23,79,2,8,0,176,101,2,2,0,,7,3,0,0,0,12,416,415,706,0,,1,F,200c04b5cd65538cd31ce3a9c39d92297f92fef4b97c4b931ecaf221f9ddabcb,07/06/2021 07:58:00,07/06/2021 12:30:22,07/06/2021 12:40:05,CATD,ESCANER,ACTA PREP
040040B0100,040040B010002,04,CAMPECHE,001,CAMPECHE,0040,01,B,00,1,2,298,508,11,0,18,77,2,7,1,180,161,2,1,4,,3,1,1,1,1,13,471,473,749,11,,1,F,4f6ceaba377b8950c3ae0900dfe5c98ec97d2a9a4ac33eb503320996a0d1eca5,07/06/2021 08:55:00,07/06/2021 08:57:39,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040041B0100,040041B010002,04,CAMPECHE,001,CAMPECHE,0041,01,B,00,1,2,171,238,5,243,12,48,1,2,3,110,57,2,0,0,,2,0,0,0,0,5,243,242,394,5,,1,F,0f885e20b879625114818d83035b4a10e64a12f8e10e5c7caa4c3397f5e9e58a,07/06/2021 09:41:00,07/06/2021 09:46:32,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040041C0100,040041C010002,04,CAMPECHE,001,CAMPECHE,0041,01,C,00,1,2,157,249,6,255,5,49,5,4,2,107,72,0,2,1,,2,1,0,0,0,5,255,255,394,6,,1,F,7f011b9b1f44889eec9d5e6615126c8d3aea1cc9d7ecae2d022db6d650cb7cfd,07/06/2021 09:11:00,07/06/2021 09:14:34,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040042B0100,040042B010002,04,CAMPECHE,001,CAMPECHE,0042,01,B,00,1,2,182,385,8,395,15,96,10,7,3,122,117,2,2,2,,8,2,0,0,0,9,395,395,556,8,,1,F,bef61c5414b8f1e8abeb0996a3a53856612668e5666fd13bb0c43e28103f1522,07/06/2021 02:00:00,07/06/2021 02:04:47,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040042C0100,040042C010002,04,CAMPECHE,001,CAMPECHE,0042,01,C,00,1,2,201,366,8,373,14,73,3,3,8,154,102,2,4,0,,4,1,0,0,0,5,373,373,555,8,,1,F,202976ab9427546f8e0500d67fc454402e826cadcbf3284d265d5f118d10407a,07/06/2021 08:47:00,07/06/2021 08:50:34,07/06/2021 09:00:05,CATD,ESCANER,ACTA PREP
040043B0100,040043B010002,04,CAMPECHE,001,CAMPECHE,0043,01,B,00,1,2,143,352,10,363,20,70,3,3,10,139,96,1,6,3,,5,3,0,0,0,4,363,363,491,10,,1,F,3cce7783aa5708c8c672e07a08a14d280ad859b3bc0ebde5b59b7ce3d6eca1a3,07/06/2021 02:08:00,07/06/2021 02:18:47,,CATD,ESCANER,ACTA PREP
040043C0100,040043C010002,04,CAMPECHE,001,CAMPECHE,0043,01,C,00,1,2,166,339,6,345,17,77,1,2,12,116,103,0,1,2,,7,2,0,0,0,5,345,345,491,6,,1,F,febffbbe947b5924a2d461c78a982eca2dd4f756f9605d8bbc13455dee79cf9a,07/06/2021 01:57:00,07/06/2021 02:01:05,07/06/2021 02:20:04,CATD,ESCANER,ACTA PREP
040044B0100,040044B010002,04,CAMPECHE,001,CAMPECHE,0044,01,B,00,1,2,138,287,5,292,13,57,2,6,2,113,97,0,1,0,,0,0,0,0,0,1,292,292,410,5,,1,F,1cf03561eefd0bd9f831031d5836026203230f75143686c271ae4b2e81070e9c,07/06/2021 04:38:00,07/06/2021 04:43:52,07/06/2021 05:00:06,CATD,ESCANER,ACTA PREP
040044C0100,040044C010002,04,CAMPECHE,001,CAMPECHE,0044,01,C,00,1,2,140,280,9,289,13,57,2,3,3,102,104,1,1,1,,0,0,0,0,0,2,289,289,409,9,,1,F,c93208fdabe38b3f30ac478ab523d15d9fc1d4d595b2a42002a14b033e4f526d,07/06/2021 02:04:00,07/06/2021 02:06:19,07/06/2021 02:20:05,CATD,ESCANER,ACTA PREP
040045B0100,040045B010002,04,CAMPECHE,001,CAMPECHE,0045,01,B,00,1,2,159,240,5,245,9,40,1,7,4,83,95,0,1,0,,2,1,0,0,0,2,245,245,385,5,,1,F,3b36602479f04bc43eeb2b16f1053a7c091ccaca65a45f64bfbbbc331d9b9d50,07/06/2021 09:03:00,07/06/2021 09:07:05,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040045C0100,040045C010002,04,CAMPECHE,001,CAMPECHE,0045,01,C,00,1,2,128,266,10,276,17,60,2,2,5,94,77,2,3,1,,3,0,0,0,0,10,276,276,384,10,,1,F,ddec8e28359aa93632a2193fe3211cfc23024676edb6cfd3a5d49c33033545b9,07/06/2021 09:00:00,07/06/2021 09:03:51,07/06/2021 09:20:05,CATD,ESCANER,ACTA PREP
040046B0100,040046B010002,04,CAMPECHE,001,CAMPECHE,0046,01,B,00,1,2,180,340,3,344,19,62,0,9,5,109,119,3,0,3,,4,0,0,0,0,11,344,344,504,3,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,3552d345f35759fde4e88ed747ceb157281aeded1906bcdea2719c1e49cdb3a7,07/06/2021 04:24:00,07/06/2021 04:29:31,07/06/2021 04:40:06,CATD,ESCANER,ACTA PREP
040046C0100,040046C010002,04,CAMPECHE,001,CAMPECHE,0046,01,C,00,1,2,171,344,9,353,9,63,1,2,2,133,137,2,0,0,,2,0,0,0,0,2,353,353,504,9,,1,F,4ea176b4fc3e349afdcd4e3ee547c551bf5eab06672e20e9dcf2daf543a66dfb,07/06/2021 04:10:00,07/06/2021 04:15:15,07/06/2021 04:20:05,CATD,ESCANER,ACTA PREP
040047B0100,040047B010002,04,CAMPECHE,001,CAMPECHE,0047,01,B,00,1,2,135,338,3,342,7,72,4,3,2,104,141,0,1,2,,1,1,0,0,1,3,342,342,456,3,,1,F,d0ce2c89afd397f4c7dca6446353c089d6d79ccb6037a9807304e7c43466ea23,07/06/2021 02:30:00,07/06/2021 02:34:34,07/06/2021 02:40:07,CATD,ESCANER,ACTA PREP
040047C0100,040047C010002,04,CAMPECHE,001,CAMPECHE,0047,01,C,00,1,2,120,347,7,354,21,58,3,2,5,123,131,1,0,3,,0,0,0,0,0,7,354,354,456,7,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,75798b3d62c5ae16a434a35f17850ac8d5aca0ddb05909327385fdc0a49eb376,07/06/2021 03:16:00,07/06/2021 03:19:52,07/06/2021 03:40:05,CATD,ESCANER,ACTA PREP
040048B0100,040048B010002,04,CAMPECHE,001,CAMPECHE,0048,01,B,00,1,2,154,348,5,353,19,74,5,1,3,106,125,0,2,3,,4,2,0,0,0,9,353,353,487,5,,1,F,5135ea3b82f64c312579da699279d992f7455644b426fb06a3e66c1e37d7bf61,07/06/2021 01:18:00,07/06/2021 01:21:12,07/06/2021 01:40:05,CATD,ESCANER,ACTA PREP
040048C0100,040048C010002,04,CAMPECHE,001,CAMPECHE,0048,01,C,00,1,2,191,334,2,336,19,69,4,1,7,99,125,2,0,0,,5,1,0,0,0,4,336,336,487,2,,1,F,e5ce3a0718c7f113211333b63b572955ad08553cf0fa30782819a9acfe21c59f,07/06/2021 01:20:00,07/06/2021 01:31:36,07/06/2021 01:40:05,CATD,ESCANER,ACTA PREP
040049B0100,040049B010002,04,CAMPECHE,001,CAMPECHE,0049,01,B,00,1,2,179,405,8,412,28,73,2,2,10,116,159,2,4,6,,3,0,0,0,0,7,412,412,573,8,,1,F,7638dd3c746b6854187e70b85b9c8487b6d18c9a1eb54a6cf8a2662ab07d9a7d,07/06/2021 10:03:00,07/06/2021 10:08:14,07/06/2021 10:20:05,CATD,ESCANER,ACTA PREP
040049C0100,040049C010002,04,CAMPECHE,001,CAMPECHE,0049,01,C,00,1,2,196,387,9,0,21,72,5,2,3,132,146,1,0,1,,3,1,0,0,0,10,397,397,572,9,,1,F,9c50d785a4fdb77d15dafb334cb3dcc4e807ab617d2c6ffb5395a0c20ebb5dc3,07/06/2021 09:53:00,07/06/2021 09:57:29,07/06/2021 10:00:06,CATD,ESCANER,ACTA PREP
040050B0100,040050B010002,04,CAMPECHE,001,CAMPECHE,0050,01,B,00,1,2,211,442,10,452,19,119,7,4,8,137,140,0,0,1,,5,0,0,0,0,5,452,445,643,10,,1,F,5e91cec63a64bb901c404e7fbbe9a373d2d8c6ef30601253f295e5c5f805e82e,07/06/2021 08:00:00,07/06/2021 08:07:15,07/06/2021 08:20:05,CATD,ESCANER,ACTA PREP
040051B0100,040051B010002,04,CAMPECHE,001,CAMPECHE,0051,01,B,00,1,2,157,354,7,363,9,75,0,3,6,100,147,2,2,2,,4,0,0,0,0,13,363,363,500,7,,1,F,6df357c2ea934aa228c354af67a3f98fd5ed5b516a81b788f2973b4aba59241c,07/06/2021 00:18:00,07/06/2021 00:25:27,07/06/2021 00:40:06,CATD,ESCANER,ACTA PREP
